id,level,deck,number,japanese,reading,meaning,kanji_note,example,example_ko,source
EXTRA-286,추가,6,286,効果,こうか,효과,[최근] 품사: 명사 · 高価와 구분,,,JLPT_after_recent_md_nonverbs.md
EXTRA-287,추가,6,287,上限,じょうげん,상한,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-288,추가,6,288,市役所,しやくしょ,시청,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-289,추가,6,289,役所,やくしょ,관공서,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-290,추가,6,290,ごめんなさい,ごめんなさい,미안합니다,[최근] 품사: 표현,,,JLPT_after_recent_md_nonverbs.md
EXTRA-291,추가,6,291,雨,あめ,비,[최근] 품사: 명사 · 飴와 구분,,,JLPT_after_recent_md_nonverbs.md
EXTRA-292,추가,6,292,性格,せいかく,성격,[최근] 품사: 명사 · 正確과 구분,,,JLPT_after_recent_md_nonverbs.md
EXTRA-293,추가,6,293,正確,せいかく,정확함,[최근] 품사: 명사/な형용사 · 性格과 구분,,,JLPT_after_recent_md_nonverbs.md
EXTRA-294,추가,6,294,暇だ,ひまだ,한가하다,[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-295,추가,6,295,不思議だ,ふしぎだ,"이상하다, 신기하다",[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-296,추가,6,296,退屈だ,たいくつだ,"심심하다, 지루하다",[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-297,추가,6,297,詳しい,くわしい,"잘 알다, 자세하다",[최근] 품사: い형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-298,추가,6,298,苦手だ,にがてだ,"다루기 어렵다, 서툴다",[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-299,추가,6,299,険しい,けわしい,험하다,[최근] 품사: い형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-300,추가,6,300,小麦粉,こむぎこ,밀가루,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-301,추가,7,301,派手だ,はでだ,화려하다,[최근] 품사: な형용사 · 전에 물어본 단어,,,JLPT_after_recent_md_nonverbs.md
EXTRA-302,추가,7,302,目立っている,めだっている,눈에 띄고 있다,[최근] 품사: 표현,,,JLPT_after_recent_md_nonverbs.md
EXTRA-303,추가,7,303,故郷,ふるさと,고향,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-304,추가,7,304,じっとする,じっとする,가만히 있다,[최근] 품사: 표현/する,,,JLPT_after_recent_md_nonverbs.md
EXTRA-305,추가,7,305,格好,かっこう,"모습, 모양, 차림새",[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-306,추가,7,306,状態,じょうたい,상태,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-307,추가,7,307,状況,じょうきょう,상황,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-308,추가,7,308,貧しい,まずしい,가난하다,[최근] 품사: い형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-309,추가,7,309,片付け,かたづけ,"정리, 치우기",[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-310,추가,7,310,おかしい／可笑しい,おかしい,"이상하다, 웃기다",[최근] 품사: い형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-311,추가,7,311,汗,あせ,땀,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-312,추가,7,312,〜とは限らない,〜とはかぎらない,꼭 ~인 것은 아니다,[최근] 품사: 표현,,,JLPT_after_recent_md_nonverbs.md
EXTRA-313,추가,7,313,邪魔するな,じゃまするな,방해하지 마,[최근] 품사: 표현,,,JLPT_after_recent_md_nonverbs.md
EXTRA-314,추가,7,314,邪魔しないでください,じゃましないでください,방해하지 말아 주세요,[최근] 품사: 표현,,,JLPT_after_recent_md_nonverbs.md
EXTRA-315,추가,7,315,口,くち,입,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-316,추가,7,316,草,くさ,풀,[최근] 품사: 명사 · 腐る와 구분,,,JLPT_after_recent_md_nonverbs.md
EXTRA-317,추가,7,317,糊,のり,"풀, 접착제",[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-318,추가,7,318,いただきます,いただきます,잘 먹겠습니다,[최근] 품사: 표현,,,JLPT_after_recent_md_nonverbs.md
EXTRA-319,추가,7,319,ごちそうさまでした,ごちそうさまでした,잘 먹었습니다,[최근] 품사: 표현,,,JLPT_after_recent_md_nonverbs.md
EXTRA-320,추가,7,320,醤油,しょうゆ,간장,[최근] 품사: 명사 · shouu 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-321,추가,7,321,簡単だ,かんたんだ,"간단하다, 쉽다",[최근] 품사: な형용사 · 전에 물어본 단어,,,JLPT_after_recent_md_nonverbs.md
EXTRA-322,추가,7,322,背広,せびろ,"신사복, 정장",[최근] 품사: 명사 · sebiru 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-323,추가,7,323,咳,せき,기침,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-324,추가,7,324,底,そこ,"바닥, 밑",[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-325,추가,7,325,中古,ちゅうこ,중고,[최근] 품사: 명사/な형용사 · chugo 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-326,추가,7,326,通知,つうち,"통지, 알림",[최근] 품사: 명사/する · chuchi 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-327,추가,7,327,動作,どうさ,동작,[최근] 품사: 명사/する,,,JLPT_after_recent_md_nonverbs.md
EXTRA-328,추가,7,328,登場,とうじょう,등장,[최근] 품사: 명사/する,,,JLPT_after_recent_md_nonverbs.md
EXTRA-329,추가,7,329,泥,どろ,진흙,[최근] 품사: 명사 · dori 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-330,추가,7,330,中,なか,"안, 가운데, 사이",[최근] 품사: 명사 · A와 B 사이는 間 あいだ가 자연스러움,,,JLPT_after_recent_md_nonverbs.md
EXTRA-331,추가,7,331,発展,はってん,발전,[최근] 품사: 명사/する,,,JLPT_after_recent_md_nonverbs.md
EXTRA-332,추가,7,332,平気,へいき,"태연함, 괜찮음",[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-333,추가,7,333,目標,もくひょう,목표,[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-334,추가,7,334,文句,もんく,"불평, 문구",[최근] 품사: 명사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-335,추가,7,335,翌日,よくじつ,"다음날, 익일",[최근] 품사: 명사/부사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-336,추가,7,336,きつい,きつい,"꼭 끼다, 심하다, 힘들다",[최근] 품사: い형용사 · 히라가나 중심,,,JLPT_after_recent_md_nonverbs.md
EXTRA-337,추가,7,337,ぬるい／温い,ぬるい,미지근하다,[최근] 품사: い형용사 · merui 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-338,추가,7,338,ゆるい,ゆるい,"느슨하다, 헐겁다","[최근] 품사: い형용사 · yourui 아님, 히라가나 중심",,,JLPT_after_recent_md_nonverbs.md
EXTRA-339,추가,7,339,盛んだ,さかんだ,"활발하다, 성하다",[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-340,추가,7,340,清潔だ,せいけつだ,청결하다,[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-341,추가,7,341,そっくりだ,そっくりだ,"꼭 닮았다, 똑같다","[최근] 품사: な형용사 · sotkuri 아님, 히라가나 중심",,,JLPT_after_recent_md_nonverbs.md
EXTRA-342,추가,7,342,複雑だ,ふくざつだ,복잡하다,[최근] 품사: な형용사 · hukujatsu 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-343,추가,7,343,無駄だ,むだだ,"헛되다, 쓸데없다, 낭비다",[최근] 품사: な형용사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-344,추가,7,344,いちおう／一応,いちおう,"일단, 우선, 혹시 모르니",[최근] 품사: 부사 · ichou 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-345,추가,7,345,一度に,いちどに,한 번에,[최근] 품사: 부사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-346,추가,7,346,うっかり,うっかり,"깜빡, 무심코, 실수로",[최근] 품사: 부사 · utkari 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-347,추가,7,347,うろうろ,うろうろ,"우왕좌왕, 어슬렁어슬렁",[최근] 품사: 부사 · uruuru 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-348,추가,7,348,お互いに,おたがいに,서로,[최근] 품사: 부사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-349,추가,7,349,きちんと,きちんと,"정확히, 제대로, 단정하게",[최근] 품사: 부사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-350,추가,7,350,ぐっすり,ぐっすり,"푹, 깊이",[최근] 품사: 부사 · gutsuri 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-351,추가,8,351,早速,さっそく,"즉시, 바로",[최근] 품사: 부사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-352,추가,8,352,しっかり,しっかり,"확실히, 단단히, 제대로",[최근] 품사: 부사 · sitkari 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-353,추가,8,353,随分,ずいぶん,"상당히, 꽤, 대단히",[최근] 품사: 부사 · jiibun 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-354,추가,8,354,ずきずき,ずきずき,욱신욱신,[최근] 품사: 부사 · zugizugi 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-355,추가,8,355,絶対に,ぜったいに,절대로,[최근] 품사: 부사 · 絶対는 전에 물어본 단어,,,JLPT_after_recent_md_nonverbs.md
EXTRA-356,추가,8,356,突然,とつぜん,"돌연, 갑자기",[최근] 품사: 부사 · tozgeni 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-357,추가,8,357,はっきり,はっきり,"명확히, 뚜렷이",[최근] 품사: 부사 · hatkiri 아님,,,JLPT_after_recent_md_nonverbs.md
EXTRA-358,추가,8,358,無理に,むりに,"무리하게, 억지로",[최근] 품사: 부사,,,JLPT_after_recent_md_nonverbs.md
EXTRA-359,추가,8,359,ぺらぺら,ぺらぺら,"술술, 유창하게",[최근] 품사: 부사,,,JLPT_after_recent_md_nonverbs.md
